variable,x,y
bio02,60.8,0.32647207379341125
bio02,61.068799999999996,0.32647207379341125
bio02,61.337599999999995,0.32647207379341125
bio02,61.606399999999994,0.32647207379341125
bio02,61.8752,0.32647207379341125
bio02,62.144,0.32647207379341125
bio02,62.4128,0.32647207379341125
bio02,62.681599999999996,0.32647207379341125
bio02,62.950399999999995,0.32647207379341125
bio02,63.2192,0.32647207379341125
bio02,63.488,0.32647207379341125
bio02,63.7568,0.32647207379341125
bio02,64.0256,0.32647207379341125
bio02,64.2944,0.32647207379341125
bio02,64.5632,0.32647207379341125
bio02,64.832,0.32647207379341125
bio02,65.10079999999999,0.32647207379341125
bio02,65.36959999999999,0.32647207379341125
bio02,65.63839999999999,0.32647207379341125
bio02,65.90719999999999,0.32647207379341125
bio02,66.176,0.32647207379341125
bio02,66.4448,0.32647207379341125
bio02,66.7136,0.32647207379341125
bio02,66.9824,0.32647207379341125
bio02,67.2512,0.32647207379341125
bio02,67.52,0.32647207379341125
bio02,67.7888,0.32647207379341125
bio02,68.0576,0.32647207379341125
bio02,68.32639999999999,0.32647207379341125
bio02,68.59519999999999,0.32647207379341125
bio02,68.86399999999999,0.32647207379341125
bio02,69.1328,0.32647207379341125
bio02,69.4016,0.32647207379341125
bio02,69.6704,0.32647207379341125
bio02,69.9392,0.32647207379341125
bio02,70.208,0.32647207379341125
bio02,70.4768,0.32647207379341125
bio02,70.7456,0.32647207379341125
bio02,71.0144,0.32647207379341125
bio02,71.2832,0.32647207379341125
bio02,71.55199999999999,0.32647207379341125
bio02,71.82079999999999,0.32647207379341125
bio02,72.08959999999999,0.32748281955718994
bio02,72.35839999999999,0.3305184245109558
bio02,72.62719999999999,0.3335588574409485
bio02,72.896,0.3366038501262665
bio02,73.1648,0.339652955532074
bio02,73.4336,0.3427059054374695
bio02,73.7024,0.3457624018192291
bio02,73.9712,0.34882211685180664
bio02,74.24,0.35188472270965576
bio02,74.5088,0.3549499213695526
bio02,74.77759999999999,0.3580174446105957
bio02,75.04639999999999,0.3610868453979492
bio02,75.31519999999999,0.36415788531303406
bio02,75.584,0.36723020672798157
bio02,75.8528,0.37030354142189026
bio02,76.1216,0.37337756156921387
bio02,76.3904,0.3764520287513733
bio02,76.6592,0.3795264959335327
bio02,76.928,0.38260066509246826
bio02,77.1968,0.38567429780960083
bio02,77.4656,0.38874703645706177
bio02,77.7344,0.3918186128139496
bio02,78.00319999999999,0.394888699054718
bio02,78.27199999999999,0.39795708656311035
bio02,78.54079999999999,0.40102332830429077
bio02,78.80959999999999,0.4040871560573578
bio02,79.07839999999999,0.4071483314037323
bio02,79.34719999999999,0.41020652651786804
bio02,79.61599999999999,0.41326144337654114
bio02,79.88479999999998,0.41631290316581726
bio02,80.1536,0.4193604588508606
bio02,80.4224,0.42240387201309204
bio02,80.6912,0.4254429042339325
bio02,80.96,0.4284772276878357
bio02,81.22879999999999,0.4315066337585449
bio02,81.49759999999999,0.4345307946205139
bio02,81.76639999999999,0.43754956126213074
bio02,82.03519999999999,0.44056248664855957
bio02,82.304,0.4435693919658661
bio02,82.5728,0.4465700089931488
bio02,82.8416,0.4495640993118286
bio02,83.1104,0.4525514245033264
bio02,83.3792,0.4555317759513855
bio02,83.648,0.4585047662258148
bio02,83.9168,0.46147027611732483
bio02,84.1856,0.46442797780036926
bio02,84.45439999999999,0.4673777222633362
bio02,84.72319999999999,0.4703192412853241
bio02,84.99199999999999,0.4732523262500763
bio02,85.26079999999999,0.47617682814598083
bio02,85.52959999999999,0.4790923595428467
bio02,85.79839999999999,0.4819987714290619
bio02,86.06719999999999,0.4848959147930145
bio02,86.336,0.4877834916114807
bio02,86.6048,0.4906613826751709
bio02,86.8736,0.493529349565506
bio02,87.1424,0.4963873028755188
bio02,87.4112,0.4992348551750183
bio02,87.67999999999999,0.5020719170570374
bio02,87.94879999999999,0.5048983097076416
bio02,88.21759999999999,0.5077138543128967
bio02,88.48639999999999,0.5105183720588684
bio02,88.7552,0.5133118033409119
bio02,89.024,0.5160937905311584
bio02,89.2928,0.5188642740249634
bio02,89.5616,0.5216230154037476
bio02,89.8304,0.524370014667511
bio02,90.0992,0.5271049737930298
bio02,90.368,0.5298277735710144
bio02,90.6368,0.5325384736061096
bio02,90.90559999999999,0.535236656665802
bio02,91.17439999999999,0.5379222631454468
bio02,91.44319999999999,0.5405952334403992
bio02,91.71199999999999,0.5432553887367249
bio02,91.98079999999999,0.545902669429779
bio02,92.24959999999999,0.5485369563102722
bio02,92.51839999999999,0.55115807056427
bio02,92.78719999999998,0.5537658929824829
bio02,93.05599999999998,0.5563603639602661
bio02,93.3248,0.5589413642883301
bio02,93.59359999999998,0.56150883436203
bio02,93.8624,0.5640626549720764
bio02,94.13119999999999,0.5666027665138245
bio02,94.39999999999999,0.5691289901733398
bio02,94.66879999999999,0.5716413259506226
bio02,94.93759999999999,0.5741395950317383
