variable,x,y
bio06,-129.8,0.5504421591758728
bio06,-129.1328,0.5504421591758728
bio06,-128.46560000000002,0.5504421591758728
bio06,-127.79840000000002,0.5504421591758728
bio06,-127.1312,0.5504421591758728
bio06,-126.46400000000001,0.5504421591758728
bio06,-125.7968,0.5504421591758728
bio06,-125.12960000000001,0.5504421591758728
bio06,-124.46240000000002,0.5504421591758728
bio06,-123.79520000000001,0.5504421591758728
bio06,-123.12800000000001,0.5504421591758728
bio06,-122.4608,0.5504421591758728
bio06,-121.79360000000001,0.5504421591758728
bio06,-121.12640000000002,0.5504421591758728
bio06,-120.45920000000001,0.5504421591758728
bio06,-119.79200000000002,0.5504421591758728
bio06,-119.12480000000001,0.5504421591758728
bio06,-118.45760000000001,0.5504421591758728
bio06,-117.7904,0.5504421591758728
bio06,-117.12320000000001,0.5504421591758728
bio06,-116.45600000000002,0.5504421591758728
bio06,-115.78880000000001,0.5504421591758728
bio06,-115.12160000000002,0.5504421591758728
bio06,-114.4544,0.5504421591758728
bio06,-113.78720000000001,0.5504421591758728
bio06,-113.12,0.5504421591758728
bio06,-112.45280000000001,0.5504421591758728
bio06,-111.78560000000002,0.5504421591758728
bio06,-111.11840000000001,0.5504421591758728
bio06,-110.4512,0.5504421591758728
bio06,-109.78400000000002,0.5504421591758728
bio06,-109.11680000000001,0.5504421591758728
bio06,-108.4496,0.5504421591758728
bio06,-107.78240000000001,0.5504421591758728
bio06,-107.11520000000002,0.5504421591758728
bio06,-106.44800000000001,0.5504421591758728
bio06,-105.78080000000001,0.5504421591758728
bio06,-105.1136,0.5504421591758728
bio06,-104.44640000000001,0.5504421591758728
bio06,-103.7792,0.5504421591758728
bio06,-103.11200000000001,0.5504421591758728
bio06,-102.44480000000001,0.5504421591758728
bio06,-101.7776,0.5518704652786255
bio06,-101.11040000000001,0.5561316013336182
bio06,-100.4432,0.5603564977645874
bio06,-99.77600000000001,0.5645447373390198
bio06,-99.1088,0.5686960220336914
bio06,-98.44160000000001,0.5728099346160889
bio06,-97.77440000000001,0.5768860578536987
bio06,-97.1072,0.5809241533279419
bio06,-96.44000000000001,0.5849238634109497
bio06,-95.7728,0.5888850092887878
bio06,-95.10560000000001,0.5928072929382324
bio06,-94.4384,0.5966904759407043
bio06,-93.77120000000001,0.6005343198776245
bio06,-93.10400000000001,0.6043387651443481
bio06,-92.4368,0.6081035733222961
bio06,-91.76960000000001,0.6118285655975342
bio06,-91.1024,0.6155137419700623
bio06,-90.43520000000001,0.6191589832305908
bio06,-89.76800000000001,0.6227642297744751
bio06,-89.1008,0.6263293027877808
bio06,-88.43360000000001,0.6298543214797974
bio06,-87.7664,0.6333391666412354
bio06,-87.09920000000001,0.6367839574813843
bio06,-86.43200000000002,0.6401886343955994
bio06,-85.76480000000001,0.6435531973838806
bio06,-85.0976,0.6468777656555176
bio06,-84.4304,0.650162398815155
bio06,-83.76320000000001,0.653407096862793
bio06,-83.096,0.6566120982170105
bio06,-82.42880000000001,0.6597773432731628
bio06,-81.76160000000002,0.6629031300544739
bio06,-81.09440000000001,0.6659895181655884
bio06,-80.4272,0.6690365672111511
bio06,-79.76000000000002,0.6720445156097412
bio06,-79.09280000000001,0.6750136017799377
bio06,-78.4256,0.6779438257217407
bio06,-77.75840000000001,0.6808355450630188
bio06,-77.09120000000001,0.6836888194084167
bio06,-76.424,0.6865039467811584
bio06,-75.7568,0.689281165599823
bio06,-75.08960000000002,0.6920205950737
bio06,-74.42240000000001,0.6947225332260132
bio06,-73.7552,0.697387158870697
bio06,-73.088,0.7000147700309753
bio06,-72.42080000000001,0.7026056051254272
bio06,-71.7536,0.7051599025726318
bio06,-71.0864,0.7076779007911682
bio06,-70.41920000000002,0.710159957408905
bio06,-69.75200000000001,0.7126061916351318
bio06,-69.0848,0.7150170207023621
bio06,-68.41760000000001,0.7173925638198853
bio06,-67.75040000000001,0.7197332978248596
bio06,-67.0832,0.7220392823219299
bio06,-66.416,0.7243109941482544
bio06,-65.7488,0.7265485525131226
bio06,-65.08160000000001,0.7287524342536926
bio06,-64.4144,0.7309227585792542
bio06,-63.74720000000001,0.7330598831176758
bio06,-63.08000000000001,0.7351641058921814
bio06,-62.412800000000004,0.7372357249259949
bio06,-61.745599999999996,0.7392750382423401
bio06,-61.0784,0.7412822842597961
bio06,-60.41120000000001,0.7432578206062317
bio06,-59.744000000000014,0.7452019453048706
bio06,-59.076800000000006,0.747114896774292
bio06,-58.4096,0.7489969730377197
bio06,-57.7424,0.7508485317230225
bio06,-57.07520000000001,0.7526698708534241
