X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-81.89,29.22,train,0.0022298692025300537,80.06999270540021,0.6107821318503474
-77.0,34.92,train,0.0024640644117644634,92.94370978762628,0.6342447011070651
-78.73,34.78,train,0.0017104005243776424,50.96889254430868,0.5462141434272606
-77.93,35.53,train,0.0010827104760315932,24.222694117549608,0.4324470217303501
-84.44,30.41,train,0.0014291140927900682,34.4769747422994,0.5014282127697229
-82.2,31.1,train,0.0017752009399966589,53.8413133853461,0.555414366060164
-81.4465,28.16417,test,0.001800468681218554,55.097367733036144,0.5589015235978184
-88.11667,30.76667,test,0.0016081934764537228,45.379063747242895,0.5309029637104428
