Predictor variable,Categorical,Sample average
air2m_1979_02,false,280.99513753255206
air2m_1979_08,false,300.18849690755206
evap_1979_02,false,0.19983273496230444
evap_1979_08,false,0.5388327240943909
hgt_surface,false,54.11672452340584
soill_1979_02,false,0.27864666779836017
soill_1979_08,false,0.25536999851465225
