Predictor variable,Categorical,Sample average
air2m_1979_02,false,279.8466453552246
air2m_1979_08,false,299.98329162597656
evap_1979_02,false,0.1846243990585208
evap_1979_08,false,0.5426244052747885
hgt_surface,false,102.32090930951153
soill_1979_02,false,0.30348125162223977
soill_1979_08,false,0.2787879171470801
