variable,x,y
soill_1979_08,0.0399770013988018,0.4251538813114166
soill_1979_08,0.04071915338039398,0.4251538813114166
soill_1979_08,0.04146130536198616,0.4251538813114166
soill_1979_08,0.04220345734357834,0.4251538813114166
soill_1979_08,0.04294560932517052,0.4251538813114166
soill_1979_08,0.0436877613067627,0.4251538813114166
soill_1979_08,0.04442991328835487,0.4251538813114166
soill_1979_08,0.04517206526994705,0.4251538813114166
soill_1979_08,0.04591421725153923,0.4251538813114166
soill_1979_08,0.046656369233131406,0.4251538813114166
soill_1979_08,0.047398521214723585,0.4251538813114166
soill_1979_08,0.048140673196315764,0.4251538813114166
soill_1979_08,0.04888282517790794,0.4251538813114166
soill_1979_08,0.04962497715950012,0.4251538813114166
soill_1979_08,0.0503671291410923,0.4251538813114166
soill_1979_08,0.05110928112268448,0.4251538813114166
soill_1979_08,0.05185143310427666,0.4251538813114166
soill_1979_08,0.05259358508586884,0.4251538813114166
soill_1979_08,0.05333573706746102,0.4251538813114166
soill_1979_08,0.054077889049053196,0.4251538813114166
soill_1979_08,0.054820041030645375,0.4251538813114166
soill_1979_08,0.05556219301223755,0.4251538813114166
soill_1979_08,0.05630434499382973,0.4251538813114166
soill_1979_08,0.057046496975421905,0.4251538813114166
soill_1979_08,0.057788648957014084,0.4251538813114166
soill_1979_08,0.05853080093860626,0.4251538813114166
soill_1979_08,0.05927295292019844,0.4251538813114166
soill_1979_08,0.06001510490179062,0.4251538813114166
soill_1979_08,0.0607572568833828,0.4251538813114166
soill_1979_08,0.06149940886497497,0.4251538813114166
soill_1979_08,0.06224156084656715,0.4251538813114166
soill_1979_08,0.06298371282815933,0.4251538813114166
soill_1979_08,0.06372586480975151,0.4251538813114166
soill_1979_08,0.06446801679134369,0.4251538813114166
soill_1979_08,0.06521016877293587,0.4251538813114166
soill_1979_08,0.06595232075452805,0.4251538813114166
soill_1979_08,0.06669447273612022,0.4251538813114166
soill_1979_08,0.0674366247177124,0.4251538813114166
soill_1979_08,0.06817877669930458,0.4251538813114166
soill_1979_08,0.06892092868089676,0.4251538813114166
soill_1979_08,0.06966308066248894,0.4251538813114166
soill_1979_08,0.07040523264408112,0.4251538813114166
soill_1979_08,0.0711473846256733,0.42523184418678284
soill_1979_08,0.07188953660726548,0.42546573281288147
soill_1979_08,0.07263168858885766,0.4256996512413025
soill_1979_08,0.07337384057044984,0.4259336292743683
soill_1979_08,0.07411599255204201,0.42616763710975647
soill_1979_08,0.07485814453363418,0.42640167474746704
soill_1979_08,0.07560029651522637,0.4266357421875
soill_1979_08,0.07634244849681854,0.42686983942985535
soill_1979_08,0.07708460047841073,0.4271039664745331
soill_1979_08,0.0778267524600029,0.4273381233215332
soill_1979_08,0.07856890444159509,0.4275723099708557
soill_1979_08,0.07931105642318725,0.427806556224823
soill_1979_08,0.08005320840477945,0.4280408024787903
soill_1979_08,0.08079536038637161,0.42827510833740234
soill_1979_08,0.0815375123679638,0.4285094439983368
soill_1979_08,0.08227966434955597,0.42874377965927124
soill_1979_08,0.08302181633114815,0.42897817492485046
soill_1979_08,0.08376396831274033,0.4292125999927521
soill_1979_08,0.0845061202943325,0.4294470548629761
soill_1979_08,0.08524827227592469,0.42968153953552246
soill_1979_08,0.08599042425751686,0.42991605401039124
soill_1979_08,0.08673257623910904,0.4301505982875824
soill_1979_08,0.08747472822070122,0.43038517236709595
soill_1979_08,0.0882168802022934,0.4306198060512543
soill_1979_08,0.08895903218388558,0.4308544397354126
soill_1979_08,0.08970118416547776,0.4310891032218933
soill_1979_08,0.09044333614706992,0.4313238263130188
soill_1979_08,0.09118548812866212,0.4315585494041443
soill_1979_08,0.0919276401102543,0.43179330229759216
soill_1979_08,0.09266979209184648,0.4320281147956848
soill_1979_08,0.09341194407343864,0.43226292729377747
soill_1979_08,0.09415409605503083,0.4324977993965149
soill_1979_08,0.094896248036623,0.4327326714992523
soill_1979_08,0.09563840001821519,0.4329676032066345
soill_1979_08,0.09638055199980736,0.4332025349140167
soill_1979_08,0.09712270398139955,0.4334375262260437
soill_1979_08,0.09786485596299171,0.43367254734039307
soill_1979_08,0.0986070079445839,0.43390756845474243
soill_1979_08,0.09934915992617607,0.4341426491737366
soill_1979_08,0.10009131190776827,0.4343777298927307
soill_1979_08,0.10083346388936043,0.43461287021636963
soill_1979_08,0.10157561587095261,0.43484801054000854
soill_1979_08,0.10231776785254479,0.43508321046829224
soill_1979_08,0.10305991983413698,0.4353184103965759
soill_1979_08,0.10380207181572915,0.4355536699295044
soill_1979_08,0.10454422379732131,0.43578892946243286
soill_1979_08,0.1052863757789135,0.4360242486000061
soill_1979_08,0.10602852776050567,0.43625956773757935
soill_1979_08,0.10677067974209786,0.436494916677475
soill_1979_08,0.10751283172369003,0.4367303252220154
soill_1979_08,0.10825498370528222,0.4369657337665558
soill_1979_08,0.10899713568687441,0.4372011721134186
soill_1979_08,0.10973928766846658,0.43743664026260376
soill_1979_08,0.11048143965005877,0.43767213821411133
soill_1979_08,0.11122359163165094,0.43790769577026367
soill_1979_08,0.1119657436132431,0.438143253326416
soill_1979_08,0.1127078955948353,0.43837881088256836
soill_1979_08,0.11345004757642746,0.4386144280433655
soill_1979_08,0.11419219955801965,0.438850075006485
soill_1979_08,0.11493435153961182,0.4390857517719269
soill_1979_08,0.11567650352120398,0.4393214285373688
soill_1979_08,0.11641865550279618,0.43955716490745544
soill_1979_08,0.11716080748438837,0.4397929012775421
soill_1979_08,0.11790295946598053,0.44002869725227356
soill_1979_08,0.11864511144757273,0.440264493227005
soill_1979_08,0.11938726342916489,0.44050031900405884
soill_1979_08,0.12012941541075708,0.44073617458343506
soill_1979_08,0.12087156739234925,0.44097205996513367
soill_1979_08,0.12161371937394144,0.44120797514915466
soill_1979_08,0.12235587135553361,0.44144392013549805
soill_1979_08,0.1230980233371258,0.4416798949241638
soill_1979_08,0.12384017531871797,0.4419158697128296
soill_1979_08,0.12458232730031013,0.44215190410614014
soill_1979_08,0.12532447928190232,0.4423879384994507
soill_1979_08,0.1260666312634945,0.4426240026950836
soill_1979_08,0.12680878324508668,0.44286009669303894
soill_1979_08,0.12755093522667885,0.44309622049331665
soill_1979_08,0.12829308720827104,0.44333237409591675
soill_1979_08,0.1290352391898632,0.44356855750083923
soill_1979_08,0.1297773911714554,0.4438047409057617
soill_1979_08,0.1305195431530476,0.4440409541130066
soill_1979_08,0.13126169513463976,0.44427722692489624
soill_1979_08,0.13200384711623192,0.4445134997367859
soill_1979_08,0.1327459990978241,0.44474977254867554
soill_1979_08,0.13348815107941628,0.44498610496520996
