Predictor variable,Categorical,Sample average
alt,false,28.053571428571427
bio01,false,201.01785714285714
bio03,false,45.125
bio04,false,5541.410714285715
bio05,false,326.9107142857143
bio06,false,55.5
bio07,false,271.4107142857143
bio08,false,267.0357142857143
bio09,false,161.58928571428572
bio10,false,267.76785714285717
bio11,false,126.60714285714286
bio13,false,187.69642857142858
bio15,false,36.30357142857143
bio16,false,519.3214285714286
bio18,false,512.2321428571429
triadica_sebifera_neg_avg,false,-0.4839419613791896
