Predictor variable,Categorical,Sample average
alt,false,29.446428571428573
bio01,false,201.23214285714286
bio03,false,45.44642857142857
bio04,false,5523.035714285715
bio05,false,327.5357142857143
bio06,false,55.17857142857143
bio07,false,272.35714285714283
bio08,false,267.10714285714283
bio09,false,163.53571428571428
bio10,false,267.73214285714283
bio11,false,126.94642857142857
bio13,false,188.17857142857142
bio15,false,36.392857142857146
bio16,false,522.6607142857143
bio18,false,516.2142857142857
triadica_sebifera_neg_avg,false,-0.4892851049413106
