Predictor variable,Categorical,Sample average
alt,false,29.660714285714285
bio01,false,199.53571428571428
bio03,false,45.017857142857146
bio04,false,5598.035714285715
bio05,false,327.125
bio06,false,52.82142857142857
bio07,false,274.30357142857144
bio08,false,266.39285714285717
bio09,false,160.89285714285714
bio10,false,267.125
bio11,false,124.375
bio13,false,186.03571428571428
bio15,false,35.660714285714285
bio16,false,515.3214285714286
bio18,false,508.25
triadica_sebifera_neg_avg,false,-0.46840738801152576
