Predictor variable,Categorical,Sample average
alt,false,29.482142857142858
bio01,false,202.46428571428572
bio03,false,45.57142857142857
bio04,false,5455.178571428572
bio05,false,327.32142857142856
bio06,false,57.67857142857143
bio07,false,269.64285714285717
bio08,false,267.39285714285717
bio09,false,163.94642857142858
bio10,false,268.05357142857144
bio11,false,129.08928571428572
bio13,false,187.64285714285714
bio15,false,37.375
bio16,false,521.4464285714286
bio18,false,513.125
triadica_sebifera_neg_avg,false,-0.48852206889673006
