X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-88.11667,30.76667,train,2.0291100970988145E-4,7.757379152027321,0.1785350228993517
-87.42220077,30.39656388,train,3.3687359104614547E-4,12.709136386351892,0.2651512529123348
-86.40061029,30.5843998,train,0.0013476451612195652,53.07109107760605,0.5907440287348533
-86.198105,30.511074,train,0.0015671568168913914,61.11619850621768,0.6266674149231876
-84.88308346,30.24113757,train,0.0020632531841988204,84.28571935374397,0.688468092673699
-84.72297853,30.49703541,train,0.0017743080777233005,68.03888590683702,0.6552266108564514
-84.62868539,29.86242252,train,0.002149752249612951,88.50035529210997,0.6972076142416274
-84.62140409,30.41037485,train,0.0019312541212772698,76.51009485334207,0.674114273154869
-84.61353416,30.57974529,train,0.0011530908215660939,43.9216463687982,0.5525871194586714
-84.60510791,30.45374798,train,0.002091042509853019,85.63915112436071,0.6913303144472028
-84.57482016,29.91607486,train,0.0019296107752712218,76.12358163624428,0.6739272317985124
-84.57239935,30.15138439,train,0.0025713866492892874,98.86003637931249,0.733631967434103
-84.52486402,29.91831037,train,0.002267392765759038,93.35277954355445,0.7083355381152588
-84.52149889,30.25180912,train,0.002570455027450698,98.60379783066715,0.7335611487136846
-84.44,30.41,train,0.002375402019972252,96.37379531941326,0.7178557040221962
-84.27766976,30.45845973,train,0.0020500322114867836,83.25561394105883,0.6870876530958498
-84.23434754,30.87515641,train,2.3586353077989055E-4,8.900459980793043,0.20168138351054182
-84.1686615,30.26655552,train,0.0019714293595936867,79.43998172157112,0.678621090258642
-83.66285031,30.41345043,train,0.001612103526954864,63.02824447415288,0.6332588832345312
-83.61275437,30.20874941,train,0.0020786147448198767,84.90719032399396,0.6900568176400284
-83.1576994,29.61097348,train,3.6113689426905005E-4,13.54545146349684,0.2789220431412574
-82.55085002,30.24513989,train,0.0018060618739347465,70.74830080356921,0.6592226421638012
-82.35765391,29.67504052,train,0.0020205635360091103,82.03542305297395,0.6839662813358133
-82.33157347,30.34937058,train,0.0016992930215445317,65.07845546018424,0.6454035852407747
-82.25,27.33333333,train,0.0021158564659949893,87.00582170768105,0.6938419948022697
-82.22,31.05,train,8.7884440638581E-4,32.78893013558434,0.4848885655156722
-82.21431066,29.72415914,train,0.0022076844639377442,90.90080563495023,0.7027917339781012
-82.2,31.1,train,8.613005306464313E-4,31.810439727059492,0.4798537804074785
-82.14561258,27.76992068,train,0.001497799021416253,59.34541763751275,0.6160178724925821
-82.11162625,27.55212836,train,0.0018169258190579868,71.27768366992372,0.660568623504575
-81.95719,30.78187,train,0.0010483150489848474,38.83391484514553,0.5289344903672083
-81.95416667,29.84111111,train,0.002245831300989157,92.67746735757194,0.7063576155831335
-81.89996609,27.22743298,train,0.001294091171926808,50.99359970936056,0.5809055599773492
-81.89,29.22,train,0.0014964348737221578,59.26776407724152,0.6158023185836752
-81.8892497,29.97567795,train,0.0019472877640557018,77.61910508999176,0.6759279831009727
-81.87776814,30.66251359,train,8.69693821733328E-4,32.25752745247557,0.48227473059527254
-81.85049092,27.47830442,train,0.0012974027029846388,51.22992536510275,0.5815276257185512
-81.81273977,29.64743146,train,0.00185501980551699,73.28642222005695,0.6652053942090529
-81.71068864,28.76303674,train,0.0010543206629789496,39.25511610720278,0.5303575883110944
-81.4465,28.164167,train,0.0013229147620744132,51.86705983316384,0.5862588095642823
-81.34080194,27.34352073,train,0.0011303289134123576,43.08313576351962,0.5476529085275832
-81.32363631,28.51432539,train,0.002289371367420916,94.03930930879027,0.7103244892536392
-81.31277778,26.92777778,train,6.987152028095257E-4,27.06786377084057,0.4280457806462855
-81.31202911,29.46225054,train,0.0018569674922287336,73.45205117658006,0.6654390634479327
-81.29777778,28.78277778,train,0.001714410964267474,65.85768542545304,0.6474280190935183
-81.23636666,28.71720791,train,3.892924556004365E-4,14.723452231784687,0.29426872648519337
-81.10444444,29.33944444,train,0.0013702879479088337,54.20261444745826,0.5947661886514672
-80.85805556,28.65,train,0.0017794039246065742,68.39733775866785,0.6558741948536391
-80.7289,32.8213,train,4.906836360869801E-4,18.607718652636045,0.34450717773105
-80.67101887,32.869307,train,4.6681074204176534E-4,17.89096829408838,0.3333331268156142
-80.5125,27.79694444,train,4.893088755044062E-4,18.519105019435223,0.3438738753781533
-78.73,34.78,train,2.4582363185079564E-4,9.274327437412502,0.2084229674556624
-78.0833333,34.0166667,train,0.001262956111963018,49.93722971161951,0.5749651709877018
-77.9333,34.2167,train,9.85832954212426E-4,36.76318602785867,0.5136003694185046
-77.03,34.95,train,3.6136238325166245E-4,13.564935107581237,0.2790476007099951
-76.3414,35.7311,train,9.286518163291732E-5,3.6234834730089833,0.09046888404870822
-86.577952,30.450498,test,0.0011503571461573033,43.78699696265634,0.5520002223273157
-81.16179425,29.04603394,test,0.002287180514282829,93.63530855846109,0.7101274463025034
-81.29998,28.75356,test,0.001589244021986558,62.355962487830716,0.6299358691945744
-82.04131472,29.492548,test,0.0018620211369872815,73.8522988652455,0.6660438444689201
-77.0,34.92,test,4.535920278238616E-4,17.491055533366957,0.32698048298126636
-83.60258136,30.04770357,test,0.001469469081970208,57.9151406632569,0.6114911240434331
-82.93832911,30.459042,test,0.001403554470474195,55.18926901724542,0.6005341389415018
