Predictor variable,Categorical,Sample average
alt,false,30.017857142857142
bio01,false,199.66071428571428
bio03,false,44.767857142857146
bio04,false,5611.767857142857
bio05,false,327.05357142857144
bio06,false,53.17857142857143
bio07,false,273.875
bio08,false,266.55357142857144
bio09,false,161.33928571428572
bio10,false,267.44642857142856
bio11,false,124.33928571428571
bio13,false,186.39285714285714
bio15,false,35.375
bio16,false,516.3035714285714
bio18,false,508.64285714285717
triadica_sebifera_neg_avg,false,-0.4743372630660555
