Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
7.73281E-9,0.000000773,0.000007963,1,0,0
9.01043E-9,0.000001674,0.000009279,0.999900547,0,0
9.26309E-9,0.000002601,0.000009539,0.999801094,0,0
1.2968E-8,0.000011139,0.000013354,0.999104923,0,0
1.65422E-8,0.000026186,0.000017035,0.998110393,0,0
1.94052E-8,0.000051546,0.000019983,0.996718051,0,0
2.24373E-8,0.000101147,0.000023105,0.994331179,0,0
3.14036E-8,0.000251017,0.000032338,0.98876181,0,0
4.077E-8,0.000500415,0.000041982,0.981899552,0,0
5.34025E-8,0.001003456,0.00005499,0.971357534,0,0
7.19442E-8,0.002500673,0.000074081,0.947787171,0,0
9.20805E-8,0.005000749,0.000094814,0.917851815,0,0
1.25668E-7,0.010000765,0.000129393,0.872103431,0,0
2.01808E-7,0.025004779,0.000207775,0.780407757,0,0
3.23059E-7,0.050005619,0.000332569,0.68363998,0,0
5.20789E-7,0.100050602,0.000536011,0.563998011,0,0
9.59581E-7,0.200069789,0.000987183,0.424067628,0,0
1.36443E-6,0.300035619,0.001403096,0.337642964,0,0
2.0364E-6,0.400161815,0.002092662,0.277473894,0,0
3.1521E-6,0.500108444,0.003235472,0.237792143,0,0
5.73196E-6,0.6000458,0.005868029,0.214420686,0,0
8.40292E-6,0.700053686,0.008578934,0.200099453,0,0
1.03594E-5,0.750933276,0.010555355,0.194629538,0,0
1.21503E-5,0.80105871,0.012357479,0.190154152,0,0
1.5118E-5,0.900310248,0.015329532,0.182894083,0,0
1.85738E-5,1.000400789,0.018767956,0.177026355,0,0
2.18404E-5,1.101557571,0.021996122,0.172053705,0,0
2.58205E-5,1.20234603,0.025900778,0.167876678,0,0
2.90676E-5,1.30285067,0.029063342,0.164196917,0,0
3.28611E-5,1.402758521,0.032732044,0.161014421,0,0
3.58999E-5,1.502323998,0.035651048,0.158130283,0,0
4.25753E-5,1.752384847,0.042001765,0.151765291,0,0
5.00459E-5,2.003996169,0.049010458,0.146394828,0,0
5.79269E-5,2.251102969,0.056293951,0.14181999,0,0.055555556
6.47322E-5,2.501495597,0.062494084,0.137742417,0,0.055555556
7.1367E-5,2.753471137,0.068461002,0.134062655,0,0.055555556
7.97833E-5,3.00233965,0.075921613,0.130780706,0,0.055555556
8.73911E-5,3.254825873,0.082563477,0.127797116,0,0.055555556
9.52874E-5,3.502312801,0.089356976,0.125111885,0,0.111111111
1.02589E-4,3.759607243,0.095550068,0.122526106,0,0.111111111
1.08915E-4,4.002917109,0.100847624,0.120238687,0,0.111111111
1.14939E-4,4.261229253,0.105834722,0.117951268,0,0.111111111
1.23186E-4,4.51175697,0.112573797,0.115862755,0,0.111111111
1.30506E-4,4.753363966,0.118471116,0.113973148,0,0.111111111
1.39126E-4,5.010647886,0.12531569,0.112083541,0,0.111111111
1.42817E-4,5.250508263,0.128213401,0.110392839,0,0.111111111
1.50048E-4,5.513902435,0.133836882,0.108602685,0,0.111111111
1.5801E-4,5.760466801,0.139944153,0.107011437,0,0.111111111
1.61383E-4,6.00037182,0.142506399,0.105519642,0.017857143,0.111111111
1.68167E-4,6.264627782,0.147612195,0.103928394,0.035714286,0.111111111
1.74613E-4,6.503706202,0.1524081,0.102536052,0.035714286,0.111111111
1.81945E-4,6.753267898,0.157797752,0.10114371,0.035714286,0.111111111
1.88028E-4,7.012895899,0.162217705,0.099751367,0.035714286,0.111111111
1.94972E-4,7.262833993,0.167207007,0.098458478,0.035714286,0.111111111
2.00042E-4,7.519677244,0.170812184,0.097165589,0.035714286,0.111111111
2.05343E-4,7.763355017,0.174548733,0.095972153,0.071428571,0.111111111
2.13007E-4,8.014014873,0.179891179,0.094778717,0.071428571,0.111111111
2.18951E-4,8.251349521,0.183987832,0.093684734,0.071428571,0.111111111
2.22969E-4,8.516799795,0.186733647,0.092491298,0.071428571,0.111111111
2.3343E-4,8.769425701,0.193796682,0.091397315,0.071428571,0.111111111
2.37955E-4,9.004751266,0.19681365,0.090402785,0.071428571,0.111111111
2.47165E-4,9.27383344,0.202886211,0.089308802,0.071428571,0.111111111
2.54556E-4,9.525259713,0.207693061,0.088314272,0.071428571,0.111111111
2.63648E-4,9.760900436,0.213527302,0.087419194,0.071428571,0.111111111
2.69055E-4,10.00099565,0.216955881,0.086524117,0.071428571,0.111111111
2.80871E-4,10.27519252,0.224346238,0.085529587,0.071428571,0.111111111
2.884E-4,10.503606196,0.228983213,0.084733963,0.071428571,0.111111111
2.9809E-4,10.768053561,0.234869915,0.083838886,0.071428571,0.111111111
3.07626E-4,11.010993177,0.240576174,0.083043262,0.071428571,0.111111111
3.14978E-4,11.260887631,0.244917335,0.082247638,0.071428571,0.111111111
3.18332E-4,11.514343796,0.246881208,0.081452014,0.071428571,0.111111111
3.2376E-4,11.771865893,0.25003861,0.08065639,0.089285714,0.111111111
3.31424E-4,12.002525976,0.254451597,0.079960219,0.089285714,0.111111111
3.34738E-4,12.268917902,0.25634324,0.079164595,0.089285714,0.111111111
3.42369E-4,12.506490019,0.260664098,0.078468424,0.089285714,0.111111111
3.48638E-4,12.783852184,0.26417594,0.0776728,0.089285714,0.111111111
3.54249E-4,13.029521188,0.267291396,0.076976629,0.089285714,0.222222222
3.61598E-4,13.280163038,0.271331915,0.076280457,0.089285714,0.222222222
3.66132E-4,13.5351678,0.273802613,0.075584286,0.089285714,0.222222222
3.71938E-4,13.757345636,0.276941726,0.074987568,0.089285714,0.222222222
3.79132E-4,14.020560169,0.280794476,0.074291397,0.089285714,0.222222222
3.85388E-4,14.250059002,0.284111031,0.073694679,0.089285714,0.222222222
3.89815E-4,14.521996742,0.286440207,0.072998508,0.089285714,0.222222222
3.98386E-4,14.757913573,0.290905944,0.07240179,0.089285714,0.222222222
4.01624E-4,15.038273357,0.292578575,0.071705619,0.089285714,0.222222222
4.0843E-4,15.281084492,0.296068919,0.071108901,0.089285714,0.222222222
4.1631E-4,15.528839087,0.300066981,0.070512183,0.089285714,0.222222222
4.18126E-4,15.7792291,0.300982086,0.069915465,0.107142857,0.222222222
4.29666E-4,16.034995635,0.306740731,0.069318747,0.107142857,0.222222222
4.36376E-4,16.251892831,0.310045786,0.068821482,0.107142857,0.222222222
4.37978E-4,16.514314416,0.310830393,0.068224764,0.107142857,0.222222222
4.47384E-4,16.78003736,0.315399988,0.067628046,0.107142857,0.222222222
4.51465E-4,17.004777734,0.317364143,0.067130781,0.107142857,0.222222222
4.58523E-4,17.277818597,0.320734312,0.066534063,0.107142857,0.222222222
4.6533E-4,17.50938859,0.323953334,0.066036798,0.107142857,0.222222222
4.73918E-4,17.792180676,0.327971317,0.06544008,0.107142857,0.222222222
4.86581E-4,18.033605367,0.333809423,0.064942815,0.107142857,0.222222222
4.90656E-4,18.278398029,0.335666302,0.064445549,0.107142857,0.222222222
5.02364E-4,18.527704196,0.340945502,0.063948284,0.107142857,0.222222222
5.10764E-4,18.781886911,0.344681418,0.063451019,0.107142857,0.222222222
5.18926E-4,19.039337679,0.348270973,0.062953754,0.107142857,0.222222222
5.23463E-4,19.300587607,0.350249625,0.062456489,0.107142857,0.222222222
5.34096E-4,19.512445747,0.35483932,0.062058677,0.107142857,0.277777778
5.47135E-4,19.783893307,0.360380427,0.061561412,0.107142857,0.277777778
5.55779E-4,20.004371295,0.36400148,0.0611636,0.125,0.277777778
5.61971E-4,20.284313402,0.366570224,0.060666335,0.125,0.277777778
5.67111E-4,20.510278576,0.368686863,0.060268523,0.125,0.277777778
5.72816E-4,20.795634671,0.371019749,0.059771258,0.125,0.277777778
5.80727E-4,21.027116314,0.374226313,0.059373446,0.142857143,0.277777778
5.85676E-4,21.260783783,0.376215639,0.058975634,0.142857143,0.277777778
5.97844E-4,21.558384148,0.381053202,0.058478369,0.142857143,0.277777778
6.05006E-4,21.798529887,0.383866018,0.058080557,0.160714286,0.277777778
6.15283E-4,22.043908603,0.387857675,0.057682745,0.160714286,0.277777778
6.20918E-4,22.291717103,0.390024374,0.057284933,0.160714286,0.277777778
6.27294E-4,22.541317878,0.392457491,0.056887121,0.160714286,0.277777778
6.32535E-4,22.793675243,0.39444308,0.056489309,0.160714286,0.277777778
6.35457E-4,23.047398834,0.395544341,0.056091497,0.160714286,0.277777778
6.45054E-4,23.304484677,0.399133679,0.055693685,0.160714286,0.277777778
6.51536E-4,23.564111492,0.401534004,0.055295873,0.160714286,0.277777778
6.5257E-4,23.759676942,0.401915394,0.054997514,0.160714286,0.277777778
6.6669E-4,24.024086007,0.407071833,0.054599702,0.160714286,0.277777778
6.73586E-4,24.291950607,0.409557646,0.05420189,0.160714286,0.277777778
6.90945E-4,24.56551307,0.415724636,0.053804078,0.160714286,0.277777778
6.93443E-4,24.773268105,0.416601387,0.053505719,0.160714286,0.277777778
6.96813E-4,25.051249764,0.417780377,0.053107907,0.160714286,0.277777778
7.03841E-4,25.261712238,0.42022337,0.052809547,0.160714286,0.277777778
