X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-87.42220077,30.39656388,train,3.5476593515167696E-4,12.781996802770038,0.26922299409573724
-86.577952,30.450498,train,0.001079728451701978,41.143861167683745,0.5285783857983762
-86.198105,30.511074,train,0.0010285346323049573,38.57358501265734,0.5164599994712594
-84.88308346,30.24113757,train,0.0022282407495619323,87.25117030467302,0.698242145813151
-84.72297853,30.49703541,train,0.0017438739163153458,72.18653113814756,0.6442452121621837
-84.61353416,30.57974529,train,0.0011582993099297854,44.22964274583891,0.5460395954236487
-84.57482016,29.91607486,train,0.002131271003437743,83.53944142843181,0.688785434751031
-84.57239935,30.15138439,train,0.003937231279196662,99.10680251175529,0.803482899683782
-84.54251724,29.99944501,train,0.002412385507833899,90.8390973641297,0.7147047253617123
-84.52486402,29.91831037,train,0.0027547335682772595,94.8370737552965,0.7409763666359359
-84.52149889,30.25180912,train,0.003652670824770111,98.71308029616907,0.7913673675111789
-84.40394371,30.17056524,train,0.003576247251941498,98.34780669724655,0.7878547714689162
-84.27766976,30.45845973,train,0.002019507872774913,80.31120731670083,0.6771232306935465
-84.23434754,30.87515641,train,4.2134118213743387E-4,15.050336307340315,0.30436791953983733
-84.1686615,30.26655552,train,0.0030699404412950415,96.02696097661106,0.761221285629955
-83.89531977,30.43808791,train,0.0017727090337493073,74.11537692558196,0.6479949998168362
-83.66285031,30.41345043,train,0.0022766105402804875,87.70448092453162,0.7027476505563248
-83.61275437,30.20874941,train,0.0023061145154350676,88.1673941366734,0.7054303939109559
-83.60258136,30.04770357,train,0.0016990003052156817,70.16792631184806,0.638248159156591
-83.1576994,29.61097348,train,1.1703332822244536E-4,4.420348088967515,0.10836344097377319
-82.93832911,30.459042,train,0.0017206098904431596,71.53067609530278,0.6411611691741459
-82.55085002,30.24513989,train,0.0016889398769832213,69.65410982625934,0.6368758000320454
-82.38367168,30.33400462,train,0.0014623864560302097,59.87876047510577,0.602956295845048
-82.35765391,29.67504052,train,0.0015047013673553402,62.88912030019297,0.6097646743836868
-82.30617568,27.93124806,train,0.0014781920365499284,60.83174873101733,0.6055269959605799
-82.25,27.33333333,train,0.008931977173201338,99.99999949449119,0.9026802525939999
-82.22,31.05,train,0.001026933877131313,38.34961236224738,0.5160710221209516
-82.2,31.1,train,0.0010138136241706886,37.77919921859776,0.5128591090161951
-82.13,30.83,train,0.0013086684220322158,52.246595144995894,0.5760890509855371
-82.11162625,27.55212836,train,0.0011551536605635849,44.087690748827015,0.5453654150263045
-81.95719,30.78187,train,0.0012430486567161839,47.854065145463906,0.5634795091812588
-81.89996609,27.22743298,train,6.64431570617366E-4,24.659698509577897,0.40827653249170565
-81.89,29.22,train,0.0018046785412149714,75.41959762498361,0.6520610542234491
-81.8892497,29.97567795,train,0.0015003585595793152,62.28729941907378,0.6090766970796926
-81.87776814,30.66251359,train,0.0011391042288071006,43.20660172762169,0.5418942662966334
-81.85049092,27.47830442,train,7.674383118345876E-4,28.32596036620025,0.4435002187008902
-81.81273977,29.64743146,train,0.0019269829118683972,78.17066686431768,0.6667859974180826
-81.71068864,28.76303674,train,0.0015856924001027295,65.36538813665076,0.6221654970221955
-81.69766746,27.94876075,train,6.206403669256069E-4,23.10993708646146,0.39191378614430267
-81.4465,28.164167,train,0.001036306579692509,39.0195210019166,0.5183396991853789
-81.32363631,28.51432539,train,0.001962809256078711,79.40579027367797,0.6708662172549188
-81.31202911,29.46225054,train,0.002337949958783771,89.09311274707507,0.70827134197755
-81.29998,28.75356,train,0.00210637071410898,82.46946347290543,0.6862606833712662
-81.29777778,28.78277778,train,0.0023424067708012856,89.32718803341412,0.7086646944577196
-81.23636666,28.71720791,train,5.19144681099429E-4,18.70102105204331,0.3502719653908118
-81.16179425,29.04603394,train,0.0028863106693665314,95.1257000147116,0.7498303694597996
-81.10444444,29.33944444,train,0.0012284633120305754,47.359780333895415,0.5605742007304323
-80.97045732,28.12301644,train,0.0021785787958957157,85.05044771966027,0.6934719303303988
-80.85805556,28.65,train,0.001436437518310477,58.608301120652264,0.5986623839567261
-80.7289,32.8213,train,5.843650816047705E-4,21.554932592615437,0.37765802357743583
-80.67101887,32.869307,train,6.193620966017444E-4,23.060324550330204,0.3914225513919447
-80.5125,27.79694444,train,5.6105393199703E-4,20.581719129403726,0.3681388375795145
-78.0833333,34.0166667,train,0.0017983568440334049,74.87890665146544,0.6512644946491609
-77.93,35.53,train,4.87273772990114E-5,2.002479631664455,0.04816378672057505
-77.03,34.95,train,3.673774306236878E-4,13.281203412760087,0.27615062956642455
-77.0,34.92,train,6.291909715587449E-4,23.519201770479043,0.3951794680002694
-81.31277778,26.92777778,test,3.9428438505370513E-4,14.161562802259363,0.29050057197526763
-81.95416667,29.84111111,test,0.0015375503153870933,64.02866725074081,0.6148911268670932
-88.11667,30.76667,test,1.2870232240990678E-4,4.878244582473331,0.11789419660184604
-82.14561258,27.76992068,test,9.805184720916623E-4,36.84098557790979,0.5045136027141615
-82.04131472,29.492548,test,0.0018388366422837678,76.07141682068735,0.6563029301008335
-84.62868539,29.86242252,test,0.0024858399574786572,91.60955889868652,0.7207810770123775
-77.9333,34.2167,test,8.077294075337338E-4,29.99686119986552,0.4561629739441065
-78.73,34.78,test,1.424158214220389E-4,5.45057542701948,0.1288376258115966
-85.46080016,30.51680774,test,0.0010745168801343755,40.7753693468618,0.5273725657840881
-81.82000221,29.62477095,test,0.0020525817612272934,81.1957066336464,0.6806644650509341
-84.44,30.41,test,0.002511005852223895,91.95341413809875,0.7228037697142154
-86.40061029,30.5843998,test,9.578922533332703E-4,35.804618942463904,0.49867718248685894
-84.62140409,30.41037485,test,0.0021267443856296487,83.32647600877456,0.6883294872690204
-76.3414,35.7311,test,7.693310798233593E-5,2.92534294053837,0.07398073847080891
-82.33157347,30.34937058,test,0.001340165715849666,54.448100556309576,0.581886374815351
-84.60510791,30.45374798,test,0.002148948244649194,84.08607470123414,0.6905532856851355
-81.34080194,27.34352073,test,5.356039116469335E-4,19.51874218110181,0.3574080790727188
-82.21431066,29.72415914,test,0.00142906615716444,58.29475232942292,0.5974256136221431
