Predictor variable,Categorical,Sample average
alt,false,45.73529411764706
bio01,false,199.94028520499108
bio02,false,119.18983957219251
bio03,false,42.46167557932264
bio04,false,5861.083778966132
bio05,false,330.6898395721925
bio06,false,51.72147950089126
bio07,false,278.9683600713012
bio08,false,245.4483065953654
bio09,false,168.32620320855614
bio10,false,270.7967914438503
bio11,false,121.23172905525847
bio12,false,1320.9086452762924
bio13,false,171.37121212121212
bio14,false,63.694295900178254
bio15,false,32.09313725490196
bio16,false,473.63591800356505
bio17,false,227.19919786096256
bio18,false,443.39438502673795
bio19,false,283.13235294117646
