Predictor variable,Categorical,Sample average
alt,false,45.819964349376114
bio01,false,199.8181818181818
bio02,false,119.30748663101605
bio03,false,42.438948306595364
bio04,false,5868.795008912656
bio05,false,330.78743315508024
bio06,false,51.43716577540107
bio07,false,279.35026737967917
bio08,false,245.19786096256684
bio09,false,168.29456327985739
bio10,false,270.7736185383244
bio11,false,120.98752228163993
bio12,false,1318.963458110517
bio13,false,171.22549019607843
bio14,false,63.61140819964349
bio15,false,32.10650623885918
bio16,false,473.1118538324421
bio17,false,226.89839572192514
bio18,false,442.3516042780749
bio19,false,283.0236185383244
