Predictor variable,Categorical,Sample average
alt,false,44.17023172905526
bio01,false,200.01069518716577
bio02,false,119.28520499108734
bio03,false,42.53565062388592
bio04,false,5853.060160427807
bio05,false,330.6221033868093
bio06,false,51.9041889483066
bio07,false,278.71791443850265
bio08,false,245.8680926916221
bio09,false,168.6403743315508
bio10,false,270.7598039215686
bio11,false,121.41354723707664
bio12,false,1322.7330659536542
bio13,false,171.77139037433156
bio14,false,63.70008912655972
bio15,false,32.21167557932264
bio16,false,475.26737967914437
bio17,false,227.23529411764707
bio18,false,445.4402852049911
bio19,false,283.4001782531194
