Predictor variable,Categorical,Sample average
alt,false,45.99732620320856
bio01,false,199.94875222816398
bio02,false,119.20231729055259
bio03,false,42.4572192513369
bio04,false,5862.823083778966
bio05,false,330.7210338680927
bio06,false,51.69786096256684
bio07,false,279.0231729055258
bio08,false,246.29768270944743
bio09,false,167.8422459893048
bio10,false,270.822192513369
bio11,false,121.21836007130125
bio12,false,1318.6577540106953
bio13,false,171.1764705882353
bio14,false,63.48039215686274
bio15,false,32.14884135472371
bio16,false,473.4295900178253
bio17,false,226.50757575757575
bio18,false,443.674688057041
bio19,false,281.93048128342247
