Predictor variable,Categorical,Sample average
alt,false,30.857142857142858
bio01,false,199.625
bio02,false,124.25
bio03,false,45.05357142857143
bio04,false,5601.660714285715
bio05,false,327.19642857142856
bio06,false,52.732142857142854
bio07,false,274.4642857142857
bio08,false,266.4642857142857
bio09,false,161.32142857142858
bio10,false,267.23214285714283
bio11,false,124.39285714285714
bio12,false,1355.0714285714287
bio13,false,184.96428571428572
bio14,false,62.75
bio15,false,35.80357142857143
bio16,false,513.25
bio17,false,220.67857142857142
bio18,false,506.76785714285717
bio19,false,276.57142857142856
triadica_sebifera_neg_avg,false,-0.46143350020117524
