Predictor variable,Categorical,Sample average
alt,false,27.839285714285715
bio01,false,200.94642857142858
bio02,false,122.39285714285714
bio03,false,44.92857142857143
bio04,false,5540.125
bio05,false,326.73214285714283
bio06,false,55.57142857142857
bio07,false,271.1607142857143
bio08,false,266.85714285714283
bio09,false,162.35714285714286
bio10,false,267.6607142857143
bio11,false,126.46428571428571
bio12,false,1356.4642857142858
bio13,false,186.48214285714286
bio14,false,62.57142857142857
bio15,false,36.767857142857146
bio16,false,517.9464285714286
bio17,false,218.98214285714286
bio18,false,510.51785714285717
bio19,false,270.80357142857144
triadica_sebifera_neg_avg,false,-0.47897394232651486
