Predictor variable,Categorical,Sample average
alt,false,30.303571428571427
bio01,false,201.10714285714286
bio02,false,124.73214285714286
bio03,false,45.535714285714285
bio04,false,5518.392857142857
bio05,false,327.73214285714283
bio06,false,55.035714285714285
bio07,false,272.69642857142856
bio08,false,266.9107142857143
bio09,false,162.73214285714286
bio10,false,267.57142857142856
bio11,false,126.94642857142857
bio12,false,1356.642857142857
bio13,false,187.46428571428572
bio14,false,62.357142857142854
bio15,false,37.05357142857143
bio16,false,520.7321428571429
bio17,false,216.625
bio18,false,512.9642857142857
bio19,false,272.0
triadica_sebifera_neg_avg,false,-0.46291547059081495
