Predictor variable,Categorical,Sample average
alt,false,30.303571428571427
bio01,false,200.91071428571428
bio02,false,123.96428571428571
bio03,false,45.30357142857143
bio04,false,5537.357142857143
bio05,false,327.39285714285717
bio06,false,54.892857142857146
bio07,false,272.5
bio08,false,266.89285714285717
bio09,false,162.375
bio10,false,267.5892857142857
bio11,false,126.55357142857143
bio12,false,1361.4464285714287
bio13,false,187.625
bio14,false,63.125
bio15,false,36.875
bio16,false,521.3214285714286
bio17,false,218.82142857142858
bio18,false,513.5357142857143
bio19,false,273.60714285714283
triadica_sebifera_neg_avg,false,-0.4731012679071033
