Predictor variable,Categorical,Sample average
alt,false,29.857142857142858
bio01,false,200.0
bio02,false,124.83928571428571
bio03,false,45.32142857142857
bio04,false,5565.25
bio05,false,327.4107142857143
bio06,false,53.267857142857146
bio07,false,274.14285714285717
bio08,false,266.5
bio09,false,162.21428571428572
bio10,false,267.0892857142857
bio11,false,125.19642857142857
bio12,false,1349.232142857143
bio13,false,186.01785714285714
bio14,false,62.42857142857143
bio15,false,36.517857142857146
bio16,false,515.4642857142857
bio17,false,216.66071428571428
bio18,false,509.0357142857143
bio19,false,271.32142857142856
triadica_sebifera_neg_avg,false,-0.4518608392183004
