Predictor variable,Categorical,Sample average
alt,false,29.946428571428573
bio01,false,200.10714285714286
bio02,false,124.08928571428571
bio03,false,45.17857142857143
bio04,false,5567.196428571428
bio05,false,327.0892857142857
bio06,false,53.625
bio07,false,273.4642857142857
bio08,false,266.48214285714283
bio09,false,161.5
bio10,false,267.25
bio11,false,125.30357142857143
bio12,false,1362.8392857142858
bio13,false,187.53571428571428
bio14,false,63.17857142857143
bio15,false,36.339285714285715
bio16,false,518.7321428571429
bio17,false,220.76785714285714
bio18,false,511.32142857142856
bio19,false,275.3392857142857
triadica_sebifera_neg_avg,false,-0.4637428197976468
