Predictor variable,Categorical,Sample average
alt,false,29.732142857142858
bio01,false,200.48214285714286
bio02,false,123.60714285714286
bio03,false,45.0
bio04,false,5580.392857142857
bio05,false,327.4642857142857
bio06,false,54.267857142857146
bio07,false,273.19642857142856
bio08,false,267.01785714285717
bio09,false,161.58928571428572
bio10,false,267.82142857142856
bio11,false,125.60714285714286
bio12,false,1377.5357142857142
bio13,false,188.5
bio14,false,64.07142857142857
bio15,false,36.142857142857146
bio16,false,523.2321428571429
bio17,false,223.98214285714286
bio18,false,514.3035714285714
bio19,false,279.39285714285717
triadica_sebifera_neg_avg,false,-0.4671761298086494
