Predictor variable,Categorical,Sample average
alt,false,30.607142857142858
bio01,false,199.53571428571428
bio02,false,124.39285714285714
bio03,false,45.05357142857143
bio04,false,5604.678571428572
bio05,false,327.25
bio06,false,52.535714285714285
bio07,false,274.7142857142857
bio08,false,266.42857142857144
bio09,false,161.28571428571428
bio10,false,267.17857142857144
bio11,false,124.28571428571429
bio12,false,1358.8392857142858
bio13,false,185.94642857142858
bio14,false,63.0
bio15,false,36.017857142857146
bio16,false,516.0892857142857
bio17,false,220.85714285714286
bio18,false,508.23214285714283
bio19,false,276.48214285714283
triadica_sebifera_neg_avg,false,-0.45410070199120256
