Predictor variable,Categorical,Sample average
alt,false,29.464285714285715
bio01,false,201.89285714285714
bio02,false,122.80357142857143
bio03,false,45.232142857142854
bio04,false,5486.678571428572
bio05,false,327.2142857142857
bio06,false,57.160714285714285
bio07,false,270.05357142857144
bio08,false,267.19642857142856
bio09,false,163.10714285714286
bio10,false,267.92857142857144
bio11,false,128.17857142857142
bio12,false,1346.9107142857142
bio13,false,185.91071428571428
bio14,false,61.69642857142857
bio15,false,37.125
bio16,false,516.9464285714286
bio17,false,215.44642857142858
bio18,false,509.7857142857143
bio19,false,267.7857142857143
triadica_sebifera_neg_avg,false,-0.4855198418621772
