Predictor variable,Categorical,Sample average
Triadica_sebifera_avg,false,0.4615520702375631
alt,false,31.410714285714285
bio01,false,199.30357142857142
bio02,false,123.53571428571429
bio03,false,44.732142857142854
bio04,false,5619.75
bio05,false,327.0892857142857
bio06,false,52.517857142857146
bio07,false,274.57142857142856
bio08,false,266.375
bio09,false,160.96428571428572
bio10,false,267.2142857142857
bio11,false,123.85714285714286
bio12,false,1368.392857142857
bio13,false,185.67857142857142
bio14,false,64.05357142857143
bio15,false,35.267857142857146
bio16,false,515.2321428571429
bio17,false,223.55357142857142
bio18,false,507.57142857142856
bio19,false,278.5892857142857
