Predictor variable,Categorical,Sample average
Triadica_sebifera_avg,false,0.46750569614648285
alt,false,27.875
bio01,false,200.58928571428572
bio02,false,124.14285714285714
bio03,false,45.160714285714285
bio04,false,5567.964285714285
bio05,false,327.51785714285717
bio06,false,54.05357142857143
bio07,false,273.4642857142857
bio08,false,267.01785714285717
bio09,false,162.55357142857142
bio10,false,267.69642857142856
bio11,false,125.73214285714286
bio12,false,1365.0892857142858
bio13,false,186.55357142857142
bio14,false,63.07142857142857
bio15,false,35.982142857142854
bio16,false,517.9821428571429
bio17,false,221.33928571428572
bio18,false,510.9107142857143
bio19,false,277.39285714285717
