Predictor variable,Categorical,Sample average
Triadica_sebifera_avg,false,0.4685968583549506
alt,false,28.357142857142858
bio01,false,199.69642857142858
bio02,false,123.66071428571429
bio03,false,44.982142857142854
bio04,false,5585.303571428572
bio05,false,326.80357142857144
bio06,false,53.232142857142854
bio07,false,273.57142857142856
bio08,false,266.26785714285717
bio09,false,160.41071428571428
bio10,false,267.0357142857143
bio11,false,124.69642857142857
bio12,false,1352.4464285714287
bio13,false,185.51785714285714
bio14,false,63.30357142857143
bio15,false,36.142857142857146
bio16,false,514.8928571428571
bio17,false,218.91071428571428
bio18,false,506.625
bio19,false,271.875
