Predictor variable,Categorical,Sample average
Triadica_sebifera_avg,false,0.4575378742967067
alt,false,28.875
bio01,false,199.75
bio02,false,123.76785714285714
bio03,false,44.94642857142857
bio04,false,5588.517857142857
bio05,false,327.10714285714283
bio06,false,53.25
bio07,false,273.85714285714283
bio08,false,266.51785714285717
bio09,false,160.05357142857142
bio10,false,267.2142857142857
bio11,false,124.67857142857143
bio12,false,1362.857142857143
bio13,false,186.125
bio14,false,63.92857142857143
bio15,false,35.75
bio16,false,515.3571428571429
bio17,false,221.375
bio18,false,507.80357142857144
bio19,false,275.125
