Predictor variable,Categorical,Sample average
Triadica_sebifera_avg,false,0.4528820724725457
alt,false,30.446428571428573
bio01,false,199.55357142857142
bio02,false,124.375
bio03,false,45.05357142857143
bio04,false,5608.696428571428
bio05,false,327.42857142857144
bio06,false,52.589285714285715
bio07,false,274.8392857142857
bio08,false,266.60714285714283
bio09,false,161.42857142857142
bio10,false,267.2857142857143
bio11,false,124.26785714285714
bio12,false,1372.0535714285713
bio13,false,187.14285714285714
bio14,false,64.30357142857143
bio15,false,35.517857142857146
bio16,false,517.75
bio17,false,223.21428571428572
bio18,false,509.75
bio19,false,279.5892857142857
