Predictor variable,Categorical,Sample average
Triadica_sebifera_avg,false,0.4708781255508906
alt,false,29.017857142857142
bio01,false,200.42857142857142
bio02,false,123.25
bio03,false,44.92857142857143
bio04,false,5570.321428571428
bio05,false,327.2857142857143
bio06,false,54.410714285714285
bio07,false,272.875
bio08,false,266.85714285714283
bio09,false,160.03571428571428
bio10,false,267.5892857142857
bio11,false,125.60714285714286
bio12,false,1357.732142857143
bio13,false,185.60714285714286
bio14,false,62.80357142857143
bio15,false,36.160714285714285
bio16,false,515.7678571428571
bio17,false,219.64285714285714
bio18,false,508.73214285714283
bio19,false,273.32142857142856
