Predictor variable,Categorical,Sample average
Triadica_sebifera_avg,false,0.4783626433428643
alt,false,28.696428571428573
bio01,false,200.67857142857142
bio02,false,124.55357142857143
bio03,false,45.214285714285715
bio04,false,5575.5
bio05,false,327.69642857142856
bio06,false,53.82142857142857
bio07,false,273.875
bio08,false,267.07142857142856
bio09,false,163.60714285714286
bio10,false,267.85714285714283
bio11,false,125.80357142857143
bio12,false,1364.4464285714287
bio13,false,187.76785714285714
bio14,false,63.089285714285715
bio15,false,36.55357142857143
bio16,false,521.0892857142857
bio17,false,221.41071428571428
bio18,false,512.9821428571429
bio19,false,277.3392857142857
