Predictor variable,Categorical,Sample average
Triadica_sebifera_avg,false,0.476230484583149
alt,false,27.892857142857142
bio01,false,200.92857142857142
bio02,false,123.10714285714286
bio03,false,45.017857142857146
bio04,false,5551.642857142857
bio05,false,327.23214285714283
bio06,false,55.214285714285715
bio07,false,272.01785714285717
bio08,false,267.05357142857144
bio09,false,162.46428571428572
bio10,false,267.8392857142857
bio11,false,126.375
bio12,false,1359.5892857142858
bio13,false,186.32142857142858
bio14,false,62.857142857142854
bio15,false,36.32142857142857
bio16,false,517.4107142857143
bio17,false,219.28571428571428
bio18,false,509.67857142857144
bio19,false,273.76785714285717
