Predictor variable,Categorical,Sample average
Triadica_sebifera_avg,false,0.4620809462087761
alt,false,29.767857142857142
bio01,false,200.82142857142858
bio02,false,124.67857142857143
bio03,false,45.410714285714285
bio04,false,5552.910714285715
bio05,false,327.625
bio06,false,54.410714285714285
bio07,false,273.2142857142857
bio08,false,267.14285714285717
bio09,false,162.60714285714286
bio10,false,267.7857142857143
bio11,false,126.25
bio12,false,1370.0535714285713
bio13,false,187.98214285714286
bio14,false,63.589285714285715
bio15,false,36.05357142857143
bio16,false,519.5714285714286
bio17,false,222.14285714285714
bio18,false,512.8571428571429
bio19,false,278.5
