Predictor variable,Categorical,Sample average
Triadica_sebifera_avg,false,0.44841648084444125
alt,false,29.428571428571427
bio01,false,200.23214285714286
bio02,false,125.0
bio03,false,45.357142857142854
bio04,false,5570.482142857143
bio05,false,327.60714285714283
bio06,false,53.32142857142857
bio07,false,274.2857142857143
bio08,false,266.80357142857144
bio09,false,161.75
bio10,false,267.42857142857144
bio11,false,125.33928571428571
bio12,false,1362.75
bio13,false,187.98214285714286
bio14,false,62.94642857142857
bio15,false,36.464285714285715
bio16,false,519.5178571428571
bio17,false,219.64285714285714
bio18,false,511.89285714285717
bio19,false,276.05357142857144
